age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,102,2,999,0,unknown,no
39,services,married,secondary,no,702,yes,no,cellular,8,apr,303,1,300,1,failure,no
34,self-employed,single,tertiary,no,36,no,no,telephone,28,jan,55,1,999,0,unknown,no
30,management,single,tertiary,no,2995,yes,no,cellular,18,nov,329,1,999,0,unknown,no
42,technician,single,secondary,no,49,no,no,cellular,9,feb,7,10,999,0,unknown,no
50,management,divorced,tertiary,no,201,yes,no,cellular,24,jul,248,1,999,0,unknown,no
42,management,divorced,secondary,no,-272,no,no,cellular,8,jul,186,1,999,0,unknown,no
56,admin.,single,secondary,no,-273,no,no,cellular,8,jul,119,2,999,0,unknown,no
48,management,married,tertiary,yes,0,no,yes,cellular,9,feb,18,8,999,0,unknown,no
56,blue-collar,married,secondary,no,385,no,no,cellular,20,aug,210,3,999,0,unknown,no
33,technician,married,secondary,no,5083,no,no,cellular,27,oct,161,1,96,2,other,no
41,admin.,married,secondary,no,124,yes,no,cellular,12,may,191,3,999,0,unknown,no
54,management,married,tertiary,no,-1415,yes,yes,cellular,17,nov,135,1,999,0,unknown,no
51,technician,married,secondary,no,1327,no,no,cellular,7,jul,21,2,999,0,unknown,no
39,technician,divorced,secondary,no,0,yes,yes,cellular,30,apr,85,1,999,0,unknown,no
60,retired,divorced,secondary,no,935,no,no,cellular,31,jul,8,17,999,0,unknown,no
36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,999,0,unknown,no
34,technician,single,tertiary,no,122,no,no,unknown,27,may,73,5,999,0,unknown,no
31,blue-collar,married,secondary,no,557,yes,yes,unknown,27,may,185,1,999,0,unknown,no
43,technician,married,secondary,no,4056,no,no,cellular,4,may,13,6,89,2,failure,no
52,housemaid,married,primary,no,256,no,no,cellular,6,aug,137,1,999,0,unknown,no
54,blue-collar,married,secondary,no,-102,yes,no,cellular,27,aug,164,7,999,0,unknown,no
45,services,married,primary,no,7811,no,no,unknown,16,jun,143,2,999,0,unknown,no
34,blue-collar,single,primary,no,505,yes,no,unknown,13,may,351,1,999,0,unknown,no
36,management,single,tertiary,no,171,no,no,unknown,17,jun,398,4,999,0,unknown,no
58,housemaid,married,primary,no,237,no,no,telephone,18,jul,200,3,999,0,unknown,no
48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,286,1,999,0,unknown,no
38,management,single,tertiary,no,2117,no,no,cellular,14,aug,81,2,999,0,unknown,no
52,technician,married,secondary,no,851,no,no,unknown,17,jun,87,2,999,0,unknown,no
41,management,married,secondary,no,280,yes,no,cellular,2,jun,88,1,95,2,success,no
34,management,single,tertiary,no,1190,no,no,cellular,3,feb,18,7,999,0,unknown,no
47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,2,999,0,unknown,no
54,self-employed,married,primary,no,1463,no,no,unknown,20,jun,60,1,999,0,unknown,no
59,management,divorced,tertiary,no,1304,no,no,unknown,18,jun,220,1,999,0,unknown,no
49,admin.,single,secondary,no,7426,no,no,telephone,20,nov,65,2,999,0,unknown,no
25,admin.,single,secondary,no,184,no,yes,telephone,11,jul,437,7,999,0,unknown,no
87,retired,married,secondary,no,433,no,no,telephone,15,dec,150,1,999,0,unknown,no
44,management,married,tertiary,no,17361,no,no,unknown,18,jun,476,1,999,0,unknown,no
53,management,single,tertiary,no,720,yes,no,unknown,17,nov,99,1,999,0,unknown,no
47,blue-collar,single,unknown,no,2443,no,no,unknown,18,jun,422,1,999,0,unknown,no
49,management,married,tertiary,no,2139,no,no,cellular,5,aug,278,1,999,0,unknown,no
28,services,single,secondary,no,217,yes,no,cellular,9,feb,379,3,999,0,unknown,no
33,management,married,tertiary,no,1148,no,no,cellular,19,nov,299,1,999,0,unknown,no
32,blue-collar,married,secondary,no,-32,yes,no,cellular,12,may,145,1,999,0,unknown,no
55,unemployed,married,secondary,no,512,no,no,cellular,28,jan,70,1,999,0,unknown,no
35,blue-collar,married,primary,no,4319,no,no,cellular,16,apr,266,1,999,0,unknown,no
53,technician,single,secondary,no,-165,yes,no,cellular,9,jul,89,1,999,0,unknown,no
28,admin.,married,tertiary,no,167,yes,yes,cellular,18,feb,126,2,999,0,unknown,no
41,blue-collar,divorced,secondary,no,3,yes,no,cellular,31,jul,228,4,999,0,unknown,no
41,entrepreneur,married,tertiary,no,221,yes,no,unknown,14,may,57,2,999,0,unknown,no
43,blue-collar,married,secondary,no,-312,yes,no,unknown,20,jun,26,11,999,0,unknown,no
42,blue-collar,married,primary,no,205,yes,no,cellular,17,apr,582,1,999,0,unknown,no
35,admin.,married,secondary,no,907,no,yes,unknown,2,jul,97,4,999,0,unknown,no
41,blue-collar,married,secondary,no,2717,yes,yes,cellular,24,jul,559,2,999,0,unknown,no
32,technician,single,secondary,no,12,no,no,cellular,7,aug,173,2,999,0,unknown,no
60,management,married,tertiary,no,553,yes,no,cellular,2,feb,343,1,210,3,success,no
56,management,single,tertiary,no,6507,yes,yes,cellular,29,jan,134,1,196,1,failure,no
35,management,married,tertiary,no,753,no,no,cellular,27,aug,111,9,999,0,unknown,no
30,services,married,secondary,no,292,yes,yes,cellular,15,apr,651,4,999,0,unknown,no
27,technician,single,secondary,no,1842,yes,yes,cellular,18,may,687,2,300,1,failure,no
53,unknown,married,unknown,no,0,no,no,cellular,25,aug,209,5,999,0,unknown,no
50,admin.,divorced,secondary,no,3240,no,no,cellular,21,nov,144,2,999,0,unknown,no
31,blue-collar,divorced,primary,no,158,yes,no,unknown,28,may,157,1,999,0,unknown,no
30,admin.,single,secondary,no,127,yes,no,cellular,18,may,16,6,368,1,other,no
45,services,married,primary,no,2406,yes,yes,cellular,20,apr,108,2,999,0,unknown,no
35,entrepreneur,single,tertiary,no,1800,yes,no,unknown,5,jun,53,1,999,0,unknown,no
44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,aug,210,3,999,0,unknown,no
26,blue-collar,divorced,secondary,no,0,yes,no,unknown,19,may,48,3,999,0,unknown,no
36,entrepreneur,married,secondary,no,546,no,no,cellular,9,feb,297,3,999,0,unknown,no
38,admin.,single,unknown,no,446,yes,no,unknown,13,may,386,1,999,0,unknown,no
29,management,married,tertiary,yes,53,yes,no,cellular,31,jul,27,17,999,0,unknown,no
49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,5,999,0,unknown,no
32,services,single,tertiary,no,0,no,no,cellular,28,aug,23,12,999,0,unknown,no
44,blue-collar,married,secondary,no,3060,yes,no,cellular,20,apr,87,2,151,3,failure,no
40,management,married,tertiary,no,16,no,yes,cellular,9,feb,47,4,999,0,unknown,no
38,technician,divorced,secondary,no,631,yes,no,cellular,25,aug,343,2,999,0,unknown,no
36,student,single,unknown,no,172,no,no,unknown,12,jun,81,1,999,0,unknown,no
37,self-employed,married,secondary,no,487,no,yes,cellular,27,aug,155,15,999,0,unknown,no
30,technician,single,secondary,no,-754,yes,yes,unknown,26,may,974,1,999,0,unknown,no
36,blue-collar,married,primary,no,347,no,no,cellular,4,feb,167,2,999,0,unknown,no
23,technician,single,secondary,no,1587,yes,yes,cellular,14,may,502,2,999,0,unknown,no
29,blue-collar,married,secondary,no,246,yes,no,cellular,28,jul,194,5,999,0,unknown,no
58,management,divorced,tertiary,no,577,no,no,unknown,15,may,1244,3,999,0,unknown,no
41,blue-collar,married,secondary,no,2067,yes,no,unknown,20,jun,120,4,999,0,unknown,no
49,management,married,tertiary,no,276,no,no,cellular,27,aug,62,5,999,0,unknown,no
29,services,single,secondary,no,20,yes,no,unknown,15,may,431,1,999,0,unknown,no
32,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,nov,95,1,999,0,unknown,no
46,blue-collar,married,primary,no,-44,no,yes,telephone,22,aug,16,13,999,0,unknown,no
29,technician,single,tertiary,no,2269,yes,no,cellular,20,apr,53,1,346,1,failure,no
34,management,single,tertiary,no,-292,yes,no,cellular,19,aug,181,6,999,0,unknown,no
32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,999,0,unknown,no
33,blue-collar,single,primary,yes,-15,no,yes,cellular,7,jul,326,2,999,0,unknown,no
75,retired,married,primary,no,3324,no,no,cellular,2,feb,149,1,999,0,unknown,no
49,services,married,primary,no,468,no,no,cellular,5,aug,608,2,999,0,unknown,no
44,services,divorced,secondary,no,-389,yes,yes,unknown,5,jun,52,1,999,0,unknown,no
33,blue-collar,married,primary,no,934,yes,no,unknown,4,jun,244,2,999,0,unknown,no
25,student,single,secondary,no,293,yes,no,telephone,5,may,170,2,999,0,unknown,no
36,technician,married,secondary,no,432,yes,yes,unknown,4,aug,94,1,999,0,unknown,no
32,management,single,tertiary,no,11,yes,yes,cellular,5,may,399,1,999,0,unknown,no
47,housemaid,married,primary,no,0,yes,no,telephone,24,jul,193,1,999,0,unknown,no
58,retired,married,secondary,no,-324,yes,no,cellular,7,may,229,2,999,0,unknown,no
43,management,married,tertiary,no,-183,no,no,cellular,24,jul,65,1,999,0,unknown,no
48,management,married,tertiary,no,494,no,no,cellular,29,aug,81,8,999,0,unknown,no
31,blue-collar,married,primary,no,-848,yes,no,unknown,23,may,559,3,999,0,unknown,no
49,technician,married,secondary,yes,-74,yes,no,cellular,19,nov,114,1,999,0,unknown,no
35,blue-collar,single,primary,no,21,yes,no,unknown,27,may,129,1,999,0,unknown,no
57,retired,married,tertiary,no,11254,no,no,cellular,30,jul,229,2,999,0,unknown,no
39,management,married,tertiary,no,562,no,no,cellular,13,sep,303,2,999,0,unknown,no
42,admin.,married,secondary,no,281,yes,no,unknown,15,may,118,1,999,0,unknown,no
31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,161,3,188,9,failure,no
44,management,divorced,tertiary,no,2422,yes,no,cellular,16,apr,399,2,269,2,failure,no
35,management,divorced,tertiary,no,457,yes,no,cellular,5,feb,114,3,999,0,unknown,no
53,management,married,tertiary,no,37,no,no,cellular,28,aug,51,9,999,0,unknown,no
27,services,married,secondary,no,54,yes,no,cellular,18,may,97,1,370,1,failure,no
30,management,married,tertiary,no,265,yes,no,unknown,26,may,45,4,999,0,unknown,no
51,blue-collar,married,primary,no,0,no,no,unknown,9,jun,166,2,999,0,unknown,no
40,technician,divorced,secondary,no,0,no,no,cellular,29,aug,299,3,999,0,unknown,no
55,blue-collar,married,secondary,yes,67,no,no,cellular,8,jul,267,2,999,0,unknown,no
31,blue-collar,single,secondary,no,33,yes,no,unknown,15,may,214,4,999,0,unknown,no
60,blue-collar,divorced,secondary,no,1310,no,no,unknown,7,may,152,2,999,0,unknown,no
35,management,married,tertiary,no,1510,yes,no,unknown,9,may,61,1,999,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,25,aug,101,6,999,0,unknown,no
59,retired,married,primary,no,574,no,no,cellular,18,aug,197,6,999,0,unknown,no
38,services,married,secondary,no,-349,yes,no,cellular,20,apr,111,2,328,5,failure,no
56,entrepreneur,married,tertiary,no,51439,no,yes,cellular,8,jul,325,1,999,0,unknown,no
44,technician,married,tertiary,no,1818,yes,yes,cellular,30,apr,247,1,999,0,unknown,no
43,technician,married,secondary,no,2344,yes,no,unknown,27,may,111,2,999,0,unknown,no
32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,999,0,unknown,no
37,blue-collar,married,secondary,no,194,yes,no,unknown,12,may,566,7,999,0,unknown,no
42,admin.,single,secondary,no,4253,yes,no,cellular,13,may,146,1,999,0,unknown,no
38,admin.,married,primary,no,-175,yes,no,telephone,21,jul,86,9,999,0,unknown,no
50,management,married,tertiary,no,0,no,no,cellular,30,jan,199,1,205,1,failure,no
51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,999,0,unknown,no
33,blue-collar,married,secondary,no,202,yes,no,cellular,17,apr,377,1,999,0,unknown,no
52,technician,married,tertiary,no,7,no,yes,unknown,5,may,175,1,999,0,unknown,no
46,entrepreneur,married,secondary,no,0,no,yes,cellular,18,jul,115,1,999,0,unknown,no
23,student,single,secondary,no,556,yes,no,cellular,15,may,170,2,999,0,unknown,no
26,services,single,secondary,no,-481,yes,yes,cellular,6,may,595,5,999,0,unknown,no
36,technician,single,secondary,no,144,no,no,cellular,26,may,87,1,308,2,failure,no
40,technician,married,secondary,no,40,yes,no,cellular,21,nov,73,1,999,0,unknown,no
31,management,divorced,tertiary,no,-547,yes,yes,cellular,31,jul,101,10,999,0,unknown,no
43,management,married,secondary,no,373,yes,no,unknown,28,may,54,1,999,0,unknown,no
29,blue-collar,married,primary,no,544,no,yes,cellular,21,jul,121,4,999,0,unknown,no
38,management,married,tertiary,no,595,yes,no,cellular,18,nov,70,1,999,0,unknown,no
30,blue-collar,single,secondary,no,971,yes,no,cellular,17,apr,283,1,317,2,other,no
35,management,married,unknown,no,1128,yes,no,unknown,4,jun,457,1,999,0,unknown,no
39,management,married,tertiary,no,1241,yes,no,cellular,5,jun,138,2,999,0,unknown,no
31,admin.,married,secondary,no,8784,yes,no,unknown,21,may,63,2,999,0,unknown,no
36,management,married,tertiary,no,4,no,yes,cellular,29,jul,261,6,999,0,unknown,no
56,services,married,secondary,no,9,no,yes,cellular,20,aug,285,2,999,0,unknown,no
42,management,married,tertiary,no,386,yes,no,unknown,7,may,168,1,999,0,unknown,no
49,services,married,secondary,no,-301,yes,no,cellular,12,may,187,4,999,0,unknown,no
44,blue-collar,married,secondary,no,1025,yes,no,unknown,18,jun,200,1,999,0,unknown,no
35,entrepreneur,divorced,secondary,no,80,no,no,cellular,20,aug,67,5,999,0,unknown,no
58,self-employed,married,secondary,no,0,yes,no,unknown,15,may,272,9,999,0,unknown,no
53,management,married,secondary,no,90,yes,no,telephone,20,apr,67,5,999,0,unknown,no
52,blue-collar,single,secondary,no,1541,yes,no,unknown,14,may,243,1,999,0,unknown,no
32,technician,married,secondary,no,235,yes,no,telephone,28,aug,688,6,999,0,unknown,no
49,blue-collar,married,secondary,no,3309,yes,no,cellular,15,may,349,2,999,0,unknown,no
49,management,married,tertiary,no,0,yes,no,cellular,18,nov,102,1,999,0,unknown,no
39,blue-collar,married,primary,no,186,yes,no,unknown,16,may,208,3,999,0,unknown,no
47,blue-collar,married,primary,no,292,no,yes,telephone,28,jul,210,3,999,0,unknown,no
34,blue-collar,single,tertiary,no,1168,no,no,cellular,6,feb,163,2,999,0,unknown,no
36,entrepreneur,married,tertiary,no,2700,no,no,cellular,4,feb,99,3,999,0,unknown,no
42,admin.,married,primary,no,-466,no,yes,telephone,31,jul,94,15,999,0,unknown,no
62,self-employed,married,tertiary,no,3685,no,no,cellular,3,feb,181,3,999,0,unknown,no
35,entrepreneur,married,secondary,no,1309,yes,no,cellular,18,nov,73,3,999,0,unknown,no
33,management,married,tertiary,no,32,no,no,cellular,29,aug,27,7,999,0,unknown,no
58,services,married,secondary,no,688,no,no,cellular,6,aug,152,2,999,0,unknown,no
47,entrepreneur,married,secondary,no,318,no,no,cellular,4,aug,299,2,999,0,unknown,no
59,management,divorced,tertiary,no,0,no,no,telephone,30,jul,196,3,999,0,unknown,no
60,housemaid,married,unknown,no,491,no,no,cellular,14,aug,503,4,999,0,unknown,no
56,retired,married,primary,no,152,yes,yes,cellular,30,jul,65,7,999,0,unknown,no
33,entrepreneur,married,secondary,no,3140,yes,yes,cellular,21,nov,7,5,999,0,unknown,no
51,technician,married,unknown,no,573,yes,yes,unknown,14,may,231,1,999,0,unknown,no
23,technician,single,secondary,no,356,yes,no,cellular,18,may,224,2,356,2,failure,no
41,management,married,tertiary,no,298,no,no,cellular,4,may,63,3,272,1,other,no
36,services,divorced,primary,no,418,yes,no,cellular,8,may,156,2,999,0,unknown,no
37,management,single,tertiary,no,427,yes,no,unknown,20,may,121,1,999,0,unknown,no
72,retired,married,primary,no,0,no,no,cellular,29,dec,215,2,999,0,unknown,no
36,admin.,single,secondary,no,10041,yes,no,cellular,20,nov,91,2,184,1,other,no
60,retired,married,secondary,no,0,no,no,cellular,5,aug,143,3,999,0,unknown,no
54,admin.,divorced,secondary,no,0,yes,yes,cellular,4,feb,330,1,182,3,success,no
48,management,divorced,tertiary,no,148,no,no,cellular,12,aug,152,2,999,0,unknown,no
32,technician,married,tertiary,no,-1053,yes,no,cellular,21,jul,357,3,999,0,unknown,no
36,blue-collar,married,primary,no,223,yes,no,unknown,14,jul,12,3,999,0,unknown,no
28,technician,single,secondary,no,100,yes,no,cellular,13,may,70,5,999,0,unknown,no
32,technician,married,unknown,no,102,yes,no,unknown,21,may,12,11,999,0,unknown,no
56,housemaid,divorced,primary,no,61,no,no,cellular,2,jun,144,1,999,0,unknown,no
36,technician,married,secondary,no,1345,yes,no,cellular,18,nov,82,1,172,3,failure,no
26,admin.,single,secondary,no,96,no,no,cellular,6,may,606,1,345,1,failure,no
35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,999,0,unknown,no
47,blue-collar,married,primary,no,328,yes,no,cellular,7,may,58,1,999,0,unknown,no
39,admin.,divorced,secondary,no,83,yes,no,cellular,30,jul,69,6,999,0,unknown,no
30,management,married,tertiary,no,-27,yes,no,unknown,27,may,29,2,999,0,unknown,no
56,management,married,primary,no,21,no,no,cellular,7,jul,118,1,999,0,unknown,no
59,technician,married,primary,no,3163,yes,no,unknown,29,may,240,2,999,0,unknown,no
29,admin.,single,secondary,no,127,yes,yes,cellular,20,apr,314,1,999,0,unknown,no
30,blue-collar,married,secondary,no,631,yes,no,cellular,19,nov,174,2,999,0,unknown,no
32,student,single,unknown,no,1583,yes,no,unknown,20,may,57,1,999,0,unknown,no
51,blue-collar,married,secondary,no,700,no,no,cellular,8,aug,237,4,999,0,unknown,no
56,services,divorced,secondary,no,72,yes,yes,cellular,7,may,263,1,357,4,failure,no
28,blue-collar,married,secondary,no,-470,yes,no,cellular,7,may,275,2,999,0,unknown,no
34,services,married,secondary,no,-16,yes,yes,unknown,5,may,78,1,999,0,unknown,no
34,unemployed,married,secondary,no,428,yes,no,cellular,7,apr,221,2,267,3,other,no
55,management,married,tertiary,no,13578,no,no,cellular,29,oct,247,2,999,0,unknown,no
55,admin.,married,secondary,no,420,yes,no,unknown,30,may,41,3,999,0,unknown,no
36,admin.,married,secondary,no,110,yes,no,telephone,4,feb,185,1,999,0,unknown,no
55,management,divorced,tertiary,no,-207,no,no,cellular,2,feb,211,1,999,0,unknown,no
44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,999,0,unknown,no
33,management,single,tertiary,no,312,no,no,cellular,11,aug,271,1,369,3,failure,no
46,services,divorced,secondary,no,5,yes,yes,cellular,29,jan,305,2,999,0,unknown,no
25,management,single,tertiary,no,1602,yes,no,cellular,26,may,154,1,999,0,unknown,no
55,management,married,primary,no,384,no,no,telephone,4,feb,75,1,999,0,unknown,no
56,management,married,secondary,no,230,no,no,unknown,9,may,73,4,999,0,unknown,no
51,housemaid,married,primary,no,108,no,no,unknown,16,jun,278,2,999,0,unknown,no
35,admin.,married,secondary,no,11,yes,no,cellular,23,jul,103,4,999,0,unknown,no
32,blue-collar,married,secondary,no,43,yes,no,unknown,21,may,173,2,999,0,unknown,no
40,management,divorced,tertiary,no,290,yes,no,unknown,27,may,184,1,999,0,unknown,no
22,student,single,unknown,no,3317,no,no,cellular,10,aug,148,1,999,0,unknown,no
39,blue-collar,married,primary,no,-176,no,no,cellular,9,jul,176,1,999,0,unknown,no
54,technician,single,secondary,no,224,no,no,cellular,5,aug,134,2,999,0,unknown,no
25,technician,single,secondary,no,173,yes,no,cellular,15,may,186,2,999,0,unknown,no
46,entrepreneur,married,secondary,no,122,no,no,cellular,6,feb,1047,2,1,7,failure,no
52,blue-collar,married,primary,no,4660,no,no,cellular,18,aug,82,3,999,0,unknown,no
38,entrepreneur,married,tertiary,no,4,yes,no,cellular,16,jul,158,1,999,0,unknown,no
25,technician,single,tertiary,no,800,yes,no,unknown,13,may,151,4,999,0,unknown,no
39,technician,married,secondary,no,8,no,yes,cellular,17,nov,333,2,96,2,failure,no
35,technician,single,tertiary,no,992,yes,no,cellular,26,aug,79,1,114,3,failure,no
43,blue-collar,married,secondary,no,1025,yes,no,cellular,2,jun,106,1,999,0,unknown,no
34,management,single,tertiary,no,431,no,no,cellular,16,jul,401,1,999,0,unknown,no
33,technician,married,secondary,no,218,yes,yes,telephone,2,mar,169,4,999,0,unknown,no
27,management,married,tertiary,no,159,yes,no,cellular,25,jul,295,2,999,0,unknown,no
56,blue-collar,married,unknown,no,260,yes,no,telephone,30,jul,250,2,999,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,999,0,unknown,no
38,entrepreneur,married,secondary,no,-272,no,yes,unknown,17,jun,143,2,999,0,unknown,no
53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,999,0,unknown,no
56,services,married,secondary,no,0,no,no,cellular,13,aug,112,4,999,0,unknown,no
35,services,married,secondary,no,377,no,yes,cellular,31,jul,30,13,999,0,unknown,no
33,technician,married,secondary,no,2362,yes,no,cellular,26,aug,271,4,999,0,unknown,no
44,management,married,tertiary,no,7177,no,no,unknown,19,jun,89,2,999,0,unknown,no
31,management,married,tertiary,no,459,no,no,cellular,28,aug,13,14,999,0,unknown,no
39,services,married,secondary,no,93,yes,no,cellular,11,may,72,4,999,0,unknown,no
40,housemaid,divorced,secondary,no,4328,no,no,cellular,20,aug,133,2,999,0,unknown,no
47,technician,married,tertiary,no,2155,no,no,unknown,20,jun,178,3,999,0,unknown,no
43,admin.,married,secondary,no,506,no,no,unknown,20,jun,398,1,999,0,unknown,no
38,technician,single,secondary,no,1685,yes,no,unknown,5,may,185,1,999,0,unknown,no
31,blue-collar,single,unknown,yes,17,yes,no,cellular,6,may,72,1,999,0,unknown,no
56,admin.,married,primary,no,0,yes,no,cellular,3,apr,353,2,227,4,failure,no
35,technician,married,tertiary,no,1473,yes,no,unknown,12,may,84,3,999,0,unknown,no
55,technician,divorced,secondary,yes,284,yes,no,cellular,7,aug,78,2,999,0,unknown,no
57,retired,divorced,secondary,no,-663,yes,no,cellular,13,may,210,1,351,2,failure,no
54,blue-collar,married,primary,no,6242,yes,no,cellular,7,may,162,1,999,0,unknown,no
37,management,single,tertiary,no,2173,no,no,cellular,21,nov,158,3,114,1,failure,no
36,technician,divorced,secondary,no,556,yes,no,cellular,18,nov,154,3,189,1,failure,no
77,retired,single,primary,no,300,no,no,cellular,9,sep,511,1,999,0,unknown,no
26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,999,0,unknown,no
48,technician,married,secondary,no,606,yes,no,cellular,19,aug,231,4,999,0,unknown,no
37,management,single,unknown,no,715,yes,no,unknown,20,may,247,2,999,0,unknown,no
37,services,married,secondary,no,393,yes,yes,cellular,13,may,95,1,357,1,failure,no
33,blue-collar,married,secondary,no,6227,yes,no,unknown,23,may,76,2,999,0,unknown,no
26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,999,0,unknown,no
49,blue-collar,married,primary,no,399,no,no,cellular,29,jan,679,1,999,0,unknown,no
53,management,single,tertiary,no,1074,yes,no,unknown,15,may,523,2,999,0,unknown,no
77,retired,married,tertiary,no,1047,no,no,cellular,30,jun,108,5,999,0,unknown,no
24,blue-collar,single,secondary,no,-10,yes,no,unknown,13,may,106,1,999,0,unknown,no
42,admin.,married,secondary,no,437,yes,no,cellular,11,aug,120,3,190,1,failure,no
48,self-employed,married,secondary,no,1559,no,no,cellular,24,dec,520,3,133,3,failure,no
54,management,single,secondary,no,602,no,no,cellular,30,jul,101,2,999,0,unknown,no
34,technician,married,tertiary,no,2069,no,no,cellular,20,aug,328,2,999,0,unknown,no
46,management,single,tertiary,no,2223,no,no,unknown,12,jun,67,3,999,0,unknown,no
42,unemployed,married,tertiary,no,0,no,no,cellular,8,oct,113,1,999,0,unknown,no
40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,other,no
40,admin.,married,secondary,no,1597,yes,no,unknown,30,may,633,1,999,0,unknown,no
60,self-employed,married,primary,no,46,yes,no,unknown,6,may,202,4,999,0,unknown,no
27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,may,265,5,999,0,unknown,no
60,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77,3,999,0,unknown,no
41,technician,married,secondary,no,-378,yes,no,cellular,5,feb,361,1,253,2,failure,no
36,blue-collar,married,primary,no,2079,yes,yes,unknown,19,may,403,2,999,0,unknown,no
36,management,single,tertiary,no,3343,no,no,cellular,18,nov,307,1,999,0,unknown,no
52,services,married,secondary,no,2993,no,no,cellular,11,mar,96,6,999,0,unknown,no
46,technician,married,secondary,no,190,yes,no,cellular,12,aug,370,2,999,0,unknown,no
29,student,single,unknown,no,2929,no,no,cellular,11,aug,91,1,999,0,unknown,no
41,entrepreneur,divorced,secondary,no,1588,yes,yes,unknown,20,jun,10,8,999,0,unknown,no
43,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,999,0,unknown,no
27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,999,0,unknown,no
54,self-employed,divorced,primary,no,4382,yes,no,telephone,18,may,193,4,999,0,unknown,no
40,housemaid,married,primary,no,0,no,no,cellular,28,aug,16,20,999,0,unknown,no
53,retired,married,secondary,no,4968,no,no,cellular,6,may,109,1,87,2,failure,no
46,blue-collar,married,primary,no,557,no,no,unknown,18,jun,89,1,999,0,unknown,no
38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,apr,291,4,331,1,failure,no
31,technician,single,tertiary,no,-749,yes,yes,cellular,29,jul,82,4,999,0,unknown,no
23,technician,single,secondary,no,-782,yes,yes,unknown,19,jun,197,10,999,0,unknown,no
35,blue-collar,married,secondary,no,2200,yes,no,cellular,17,apr,14,1,999,0,unknown,no
42,self-employed,married,primary,no,3717,no,no,unknown,20,jun,235,1,999,0,unknown,no
56,retired,married,secondary,no,1894,yes,no,unknown,15,may,189,1,999,0,unknown,no
32,management,married,tertiary,no,578,no,yes,cellular,22,jul,29,2,999,0,unknown,no
31,entrepreneur,single,tertiary,no,734,yes,no,cellular,7,may,295,1,168,4,other,no
46,services,married,primary,no,116,yes,no,cellular,18,may,267,4,341,3,failure,no
33,blue-collar,married,primary,no,50,yes,no,cellular,7,may,246,2,999,0,unknown,no
34,self-employed,single,tertiary,no,1943,yes,no,cellular,16,apr,478,2,999,0,unknown,no
43,admin.,married,secondary,no,59,yes,no,cellular,15,jul,60,3,999,0,unknown,no
30,unemployed,single,tertiary,no,463,no,no,cellular,22,aug,374,4,999,0,unknown,no
45,admin.,married,secondary,no,67,no,no,cellular,5,feb,326,2,999,0,unknown,no
32,technician,single,tertiary,no,3818,no,no,cellular,18,aug,100,4,999,0,unknown,no
29,blue-collar,married,secondary,no,100,yes,yes,cellular,6,may,152,4,344,2,failure,no
47,technician,married,secondary,no,0,no,no,unknown,11,nov,74,1,999,0,unknown,no
28,technician,single,secondary,no,981,yes,no,cellular,24,jul,225,1,999,0,unknown,no
57,management,married,tertiary,no,337,no,no,cellular,5,feb,59,2,999,0,unknown,no
58,management,married,tertiary,no,0,no,no,unknown,20,jun,22,4,999,0,unknown,no
44,housemaid,married,primary,yes,-972,yes,yes,unknown,16,may,114,2,999,0,unknown,no
29,management,single,unknown,no,698,no,no,cellular,8,feb,186,1,999,0,unknown,no
71,retired,married,secondary,no,3,no,no,cellular,13,aug,1175,3,189,1,other,no
48,technician,married,secondary,no,197,no,yes,cellular,3,feb,47,2,222,3,other,no
40,blue-collar,married,secondary,no,299,yes,no,cellular,15,jul,180,4,999,0,unknown,no
56,retired,married,primary,no,1906,no,yes,unknown,19,jun,45,9,999,0,unknown,no
56,management,married,tertiary,no,171,no,yes,telephone,17,jul,610,2,999,0,unknown,no
40,admin.,married,secondary,no,1412,no,no,cellular,31,jul,48,3,999,0,unknown,no
